,Unnamed: 0,id,category,subcategory,transformed category,tuberack,plate,reservoir,trash,other,opentrons_96_tiprack_10ul,opentrons_96_tiprack_20ul,opentrons_96_tiprack_300ul,opentrons_96_tiprack_1000ul,opentrons_96_filtertiprack_10ul,opentrons_96_filtertiprack_20ul,opentrons_96_filtertiprack_200ul,opentrons_96_filtertiprack_1000ul,p10_single,p10_multi,p20_single_gen2,p20_multi_gen2,p50_single,p50_multi,p300_single,p300_multi,p300_single_gen2,p300_multi_gen2,p1000_single,p1000_single_gen2,temperature gen2,temperature gen1,magnetic gen2,magnetic gen1,thermocycler,total tipracks,created,delivered,tat,sf_category,sf_status,sf_assignee
93,93,65ed01,nucleic acid extraction & purification,nucleic acid purification,extraction,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2020-10-27 07:00:00,2020-12-02,36.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,
94,94,covid19-rna-extraction,covid workstation,rna extraction,extraction,0,2,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,6,2020-01-09 08:00:00,2020-02-19,41.0,Illumina Beadchip-Amplification,Closed,chazmanc
95,95,nextera-flex-library-prep-cleanup-libraries,ngs library prep,nextera dna flex library prep,ngs,0,2,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,8,2020-01-09 08:00:00,2020-02-19,41.0,DNA quantification,Closed,
96,96,1577-v2,pcr,pcr prep,pcr,0,1,0,1,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,2020-01-09 08:00:00,2020-03-04,55.0,Nucleic acid purification,Closed,chazmanc
97,97,6151af,sample prep,plate filling,sample prep,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2020-01-10 08:00:00,2020-01-17,7.0,PCR/qPCR prep,Closed,chazmanc
98,98,49de51-pt1,nucleic acid extraction & purification,plant dna,extraction,0,4,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2020-01-10 08:00:00,2020-02-10,31.0,Nucleic acid purification,Closed,chazmanc
99,99,5fa647,pcr,pcr prep,pcr,0,1,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2020-01-14 08:00:00,2020-01-28,14.0,MagneHis™ Protein Purification System (Promega),Closed,ncdiehl11
100,100,zymo-ribofree-cleanup,ngs library prep,zymo ribofree™ total rna library prep,ngs,0,2,2,1,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,6,2020-01-14 08:00:00,2020-01-17,3.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ncdiehl11
101,101,normalization,featured,normalization,cherrypicking,0,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2020-01-14 08:00:00,2020-01-22,8.0,Nucleic acid purification,Closed,chazmanc
102,102,00a214-protocol-1,sample prep,seeding plate,sample prep,0,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2020-01-16 08:00:00,2020-01-17,1.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ncdiehl11
103,103,543bf9,sample prep,serial dilution,dilution,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2020-01-17 08:00:00,2020-02-04,18.0,non-sterile cell analysis (for flow cytometry),Closed,chazmanc
104,104,1adec6-6,proteins & proteomics,assay,protein,0,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2020-01-18 08:00:00,2020-02-14,27.0,PCR/qPCR prep,Closed,ncdiehl11
105,105,generic_station_C,covid workstation,qpcr setup,pcr,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2020-01-19 08:00:00,2020-02-11,23.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ncdiehl11
106,106,2df9f8-pt2,pcr,pcr prep,pcr,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020-01-21 08:00:00,2020-01-22,1.0,"Mass spec sample prep (MALDI spotting, gel digests, etc)",Closed,ncdiehl11
107,107,0bd707,sample prep,aliquoting,sample prep,7,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2020-02-14 08:00:00,2020-07-02,139.0,Cell-free gene expression tests (TXTL test),Closed,chazmanc
108,108,422b1e,titration,custom titration,other,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2020-02-20 08:00:00,2020-06-29,130.0,Surface chemistry preparation,Closed,
109,109,4175de,pcr,pcr prep,pcr,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2020-02-05 08:00:00,2020-02-18,13.0,PCR/qPCR prep,Closed,ncdiehl11
110,110,76c562,sample prep,normalization,cherrypicking,0,2,4,1,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2020-02-11 08:00:00,2020-09-04,206.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,
111,111,4b4a80-pcr_enrichment,ngs library prep,nebnext ultra ii fs dna library prep kit for illumina e6177s/l,ngs,0,3,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,2020-03-03 08:00:00,2020-08-27,177.0,Nucleic acid purification,Closed,chazmanc
112,112,17d210,ngs library prep,verogen forenseq dna signature prep kit,ngs,0,5,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020-03-03 08:00:00,2020-07-28,147.0,"Mass spec sample prep (MALDI spotting, gel digests, etc)",Closed,ncdiehl11
113,113,0175a4,sample prep,pooling,sample prep,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2020-02-11 08:00:00,2020-02-20,9.0,Combination of nucleic acid purification and PCR prep,Closed,ncdiehl11
114,114,2aee74-48,proteins & proteiomics,olink target 48,protein,1,1,0,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2020-03-06 08:00:00,2020-04-09,34.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ncdiehl11
115,115,sci-promega-magnesil-total-rna-mini-isolation-system,nucleic acid extraction & purification,promega kit,extraction,0,2,2,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,7,2020-03-10 07:00:00,2020-05-18,69.0,NGS library prep,Closed,ncdiehl11
116,116,313086-station-B,covid workstation,sample plating,other,1,2,0,1,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2020-03-18 07:00:00,2020-06-25,99.0,PCR/qPCR prep,Closed,chazmanc
117,117,6c7447,pcr,pcr prep,pcr,1,2,0,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2020-04-21 07:00:00,2020-05-01,10.0,PCR/qPCR prep,Closed,ncdiehl11
118,118,199721,sample prep,pooling,sample prep,8,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2020-05-18 07:00:00,2020-06-09,22.0,Aliquoting main media sample into small cryotubes.,Closed,ncdiehl11
119,119,2df9f8,pcr,pcr prep,pcr,7,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2020-06-15 07:00:00,2020-06-23,8.0,Titration procedure,Closed,chazmanc
120,120,470d8c,pcr,pcr prep,pcr,0,0,1,1,6,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2020-06-19 07:00:00,2020-07-15,26.0,PCR/qPCR prep,Closed,chazmanc
121,121,315118,sample prep,pooling,sample prep,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2020-02-12 08:00:00,2020-07-07,146.0,tranfer liquids from a 96 well plate to a 384 well plate,Closed,chazmanc
122,122,testdrive,getting started,ot-2 guided walk-through,other,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-24 07:00:00,2020-07-31,7.0,Nucleic acid purification,Closed,chazmanc
123,123,7663a6,pcr,pcr prep,pcr,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020-07-24 07:00:00,2020-08-03,10.0,Nucleic acid purification,Closed,chazmanc
124,124,41ece2,sample prep,serial dilution,dilution,0,4,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2020-07-26 07:00:00,2020-09-10,46.0,Oil Sub sampling with custom labware made by opentrons,Closed,ncdiehl11
125,125,7805de-part-2,ngs library prep,nebnext ultra ii directional library prep kit for illumina,ngs,0,3,1,1,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,4,2020-07-28 07:00:00,2020-08-03,6.0,NGS library prep,Closed,chazmanc
126,126,2082dd,sample prep,cherrypicking,cherrypicking,2,3,0,1,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2020-07-28 07:00:00,2020-08-03,6.0,NGS library prep,Closed,chazmanc
127,127,gna_octea_v2,sample prep,covid,sample prep,1,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,2020-08-06 07:00:00,2020-08-14,8.0,PCR/qPCR prep,Closed,chazmanc
128,128,zymo-ribofree-first-strand-cdna-synth-universal-depletion,ngs library prep,zymo ribofree™ total rna library prep,ngs,0,2,1,1,1,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,4,2020-08-06 07:00:00,2020-08-14,8.0,PCR/qPCR prep,Closed,chazmanc
129,129,sci-macherey-nagel-nucleomag,nucleic acid extraction & purification,dna extraction,extraction,0,2,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6,2020-08-19 07:00:00,2020-09-09,21.0,"Sample transfer and pooling protocol. Want to pool sample from multiple input tubes into a receiving tube. Want to be able to change the sample number. Also, the input tubes and receiving tubes are different sizes.",Canceled,
130,130,6d3eda,nucleic acid extraction & purification,plant dna,extraction,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2020-08-27 07:00:00,2020-09-09,13.0,Submission ID: 5f3d6b1e3a50873cb9300b16- this is an update to the first submission request.,Closed,ncdiehl11
131,131,44981c,sample prep,cherrypicking,cherrypicking,0,5,0,1,0,3,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2020-09-18 07:00:00,2020-10-22,34.0,PCR/qPCR prep,Closed,ncdiehl11
132,132,30174a,pcr,pcr prep,pcr,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2020-09-21 07:00:00,2020-12-09,79.0,PCR/qPCR prep,Closed,
133,133,51df08,proteins & proteomics,assay,protein,3,0,1,1,2,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2020-09-24 07:00:00,2020-10-01,7.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ncdiehl11
134,134,2aee74-2,proteins & proteiomics,olink target 96,protein,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2020-09-28 07:00:00,2020-11-09,42.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,
135,135,6b9ee3,sample prep,plate filling,sample prep,1,1,0,1,2,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2020-10-02 07:00:00,,,PCR/qPCR prep,Canceled,sakibh
136,136,3db190-manual,pcr,pcr prep,pcr,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2020-10-02 07:00:00,,,PCR/qPCR prep,Canceled,sakibh
137,137,50486f-v2-part5,pcr,pcr prep,pcr,0,4,0,1,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2020-10-03 07:00:00,2020-12-09,67.0,NGS library prep,Closed,
138,138,33b12a,pcr,pcr prep,pcr,1,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020-10-05 07:00:00,2020-12-09,65.0,mixing liquids,Closed,
139,139,3955db,sample prep,pooling,sample prep,3,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2020-10-05 07:00:00,2020-12-16,72.0,Nucleic acid purification,Closed,
140,140,4ee4d6,ngs library prep,illumina dna prep with enrichment,ngs,0,3,1,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,2020-10-06 07:00:00,2020-11-11,36.0,Solution Mixing,Closed,ncdiehl11
141,141,0961d2-part1,ngs library prep,plexwell lp384,ngs,0,4,1,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2020-10-09 07:00:00,2020-11-18,40.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ncdiehl11
142,142,76ba23,ngs library prep,zymoresearch: ez dna methylation-gold kit,ngs,0,5,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2020-10-12 07:00:00,2020-11-24,43.0,PCR/qPCR prep,Closed,sakibh
143,143,6401f1,pcr,pcr prep,pcr,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2020-10-14 07:00:00,2020-11-23,40.0,PCR/qPCR prep,Closed,sakibh
144,144,50486f-v2-part2,pcr,pcr prep,pcr,0,1,0,1,1,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2020-10-19 07:00:00,2020-11-18,30.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,
145,145,3e3c9d-protocol-Adding-BTM,sample prep,plate filling,sample prep,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2019-08-29 07:00:00,2019-09-10,12.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ncdiehl11
146,146,3e3c9d-protocol-Adding-Water-RBC,sample prep,plate filling,sample prep,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2019-09-03 07:00:00,2019-10-04,31.0,Clean reagent handling and partial nucleic acid purification,Closed,chazmanc
147,147,0a25f2,sample prep,tube filling,sample prep,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2019-09-03 07:00:00,2019-07-04,-61.0,Simply transfer bio-fluids and add solutions and mix.,Closed,chazmanc
148,148,6d7fc3-part-4,ngs library prep,generead qiaact lung dna umi panel kit,ngs,0,1,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2019-09-10 07:00:00,2019-10-10,30.0,Nucleic acid purification,Closed,ncdiehl11
149,149,3b3f1c,sample prep,plate filling,sample prep,8,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2019-08-29 07:00:00,2019-09-12,14.0,cell digestion and labeling,Closed,ncdiehl11
150,150,swift-fully-automated,ngs library prep,swift 2s turbo,ngs,0,2,1,1,1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,4,2020-08-06 07:00:00,2020-10-12,67.0,"Mass spec sample prep (MALDI spotting, gel digests, etc)",Closed,chazmanc
151,151,6b8c90-3,sample prep,plate filling,sample prep,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2020-08-07 07:00:00,2020-10-02,56.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,chazmanc
152,152,6d7fc3-part-3,ngs library prep,generead qiaact lung dna umi panel kit,ngs,0,3,1,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,2020-08-19 07:00:00,2020-09-25,37.0,PCR/qPCR prep,Closed,chazmanc
153,153,1601a9,nucleic acid extraction & purification,illumina beachip amplification,extraction,0,2,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020-09-03 07:00:00,2020-09-23,20.0,Capsule Filling,Closed,ncdiehl11
154,154,3b3d2f,pcr,pcr prep,pcr,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2020-09-10 07:00:00,2020-10-16,36.0,PCR/qPCR prep,Closed,
155,155,7cfbde,nucleic acid extraction & purification,rna extraction,extraction,0,2,4,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,2020-02-25 08:00:00,,,Magbead-based peptide enrichment,Awaiting Customer Response,ncdiehl11
156,156,4d9b8b,sample prep,plate filling,sample prep,0,1,0,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020-07-29 07:00:00,2020-10-02,65.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,chazmanc
157,157,469c70-pt2,sample prep,serial dilution,dilution,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2020-08-06 07:00:00,2020-10-02,57.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,
158,158,2aee74-96,proteins & proteiomics,olink target 96,protein,1,2,0,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2020-09-04 07:00:00,2020-10-07,33.0,PCR/qPCR prep,Closed,ncdiehl11
159,159,002af3,pcr,pcr prep,pcr,0,4,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2020-09-08 07:00:00,,,PCR/qPCR prep,Awaiting Customer Response,ncdiehl11
160,160,2aee74-3,proteins & proteiomics,olink target 96,protein,1,4,0,1,1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2020-05-22 07:00:00,2020-11-09,171.0,NGS library prep,Closed,chazmanc
161,161,203136,nucleic acid extraction & purification,invitrogen chargeswitch,extraction,0,2,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,8,2020-06-15 07:00:00,2020-07-15,30.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ncdiehl11
162,162,0ef96f,sample prep,cherrypicking,cherrypicking,1,1,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2020-07-17 07:00:00,,,PCR/qPCR prep,Closed,
163,163,7805de-part-4,ngs library prep,nebnext ultra ii directional library prep kit for illumina,ngs,0,3,1,1,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,2020-08-25 07:00:00,,,Nucleic acid purification,Closed,
164,164,459a55,sample prep,mass spec,sample prep,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2020-08-27 07:00:00,2020-11-18,83.0,PCR/qPCR prep,Closed,chazmanc
165,165,313086-station-C,covid workstation,qpcr setup,pcr,1,2,0,1,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2020-02-10 08:00:00,,,SELEX experiment,Awaiting Customer Response,ncdiehl11
166,166,7062c9,sample prep,normalization,cherrypicking,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2020-03-26 07:00:00,2020-11-18,237.0,We are using this protocol to build toxicity experiments with nanomaterials. Nanosheets will be dried onto a microplate and then solutions of bacteria will be allowed to contact the nanosheet coating.,Closed,
167,167,74750e,sample prep,serial dilution,dilution,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2020-07-30 07:00:00,,,ELISA,Closed,
168,168,6fe477-workflow-2,nucleic acid extraction & purification,nucleic acid purification,extraction,8,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2020-08-11 07:00:00,2020-11-18,99.0,"Mass spec sample prep (MALDI spotting, gel digests, etc)",Closed,
169,169,7805de-part-3,ngs library prep,nebnext ultra ii directional library prep kit for illumina,ngs,0,3,1,1,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,4,2020-08-28 07:00:00,2020-12-04,98.0,NGS library prep,Closed,chazmanc
170,170,6d7fc3-part-2,ngs library prep,generead qiaact lung dna umi panel kit,ngs,0,1,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2020-01-06 08:00:00,2020-10-19,287.0,Nucleic acid purification,Closed,
171,171,6b8c90-2,sample prep,plate filling,sample prep,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2020-06-24 07:00:00,2020-11-09,138.0,preparing 384 plate,Closed,
172,172,559aa0,pcr,qpcr setup,pcr,0,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-21 07:00:00,2019-09-10,20.0,Sterile workflows (cell culture and related assays),Closed,ncdiehl11
173,173,701319,sample prep,mass spec,sample prep,0,2,1,1,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,4,2019-08-22 07:00:00,2019-09-10,19.0,Nucleic acid purification,Closed,chazmanc
174,174,516336-part-2,ngs library prep,oxford nanopore ligation sequencing kit,ngs,0,2,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,2019-08-23 07:00:00,2019-05-16,-99.0,Heparin,Closed,chazmanc
175,175,5191b6,sample prep,cherrypicking,cherrypicking,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2019-08-26 07:00:00,2019-09-13,18.0,Magbead-based peptide enrichment,Closed,chazmanc
176,176,6d7fc3-part-5,ngs library prep,generead qiaact lung dna umi panel kit,ngs,0,2,1,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,2019-08-27 07:00:00,2019-09-12,16.0,Enzymatic assay,Closed,ncdiehl11
177,177,640a85,pcr,pcr prep,pcr,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2020-07-08 07:00:00,,,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Awaiting Customer Response,ncdiehl11
178,178,50486f-v2-part3,pcr,pcr prep,pcr,0,1,0,1,1,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2020-09-02 07:00:00,2021-01-13,133.0,PCR/qPCR prep,Closed,chazmanc
179,179,1477ea,sample prep,cherrypicking,cherrypicking,0,2,1,1,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2020-09-02 07:00:00,2020-12-04,93.0,NGS library prep,Closed,
180,180,313086,covid workstation,sample plating,other,4,1,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,2019-07-08 07:00:00,2019-07-24,16.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ncdiehl11
181,181,44b1ac,ngs library prep,qiaseq targeted rnascan panel for illumina instruments,ngs,1,4,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,2019-07-09 07:00:00,2019-07-09,0.0,PCR/qPCR prep,Closed,ncdiehl11
182,182,50486f-v2-part4,pcr,pcr prep,pcr,0,2,0,1,2,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2019-07-09 07:00:00,2019-08-12,34.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ncdiehl11
183,183,56a6a1,proteins & proteomics,assay,protein,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2019-07-11 07:00:00,2019-07-29,18.0,Sterile workflows (cell culture and related assays),Closed,ncdiehl11
184,184,52d238,ngs library prep,neb ultra ii fs dna library prep,ngs,0,3,1,1,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,3,2019-07-17 07:00:00,2019-07-24,7.0,Sample transfer,Closed,ncdiehl11
185,185,sci-omegabiotek-magbind,nucleic acid extraction & purification,rna extraction,extraction,0,2,2,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,7,2019-07-17 07:00:00,2019-08-02,16.0,PCR/qPCR prep,Closed,ncdiehl11
186,186,bc-rnadvance-viral-feat,featured,beckman coulter rnadvance viral,other,0,2,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,6,2019-07-23 07:00:00,2019-08-05,13.0,Sterile workflows (cell culture and related assays),Closed,ncdiehl11
